"Season","DayNum","WTeamID","WScore","LTeamID","LScore","WLoc","NumOT","WFGM","WFGA","WFGM3","WFGA3","WFTM","WFTA","WOR","WDR","WAst","WTO","WStl","WBlk","WPF","LFGM","LFGA","LFGM3","LFGA3","LFTM","LFTA","LOR","LDR","LAst","LTO","LStl","LBlk","LPF","TourneyRound","WTeamName","LTeamName","WSeed_num","WRegion","LSeed_num","LRegion","WConf","LConf"
2011,138,1361,71,1396,64,"N",2,28,65,6,11,9,9,13,29,13,13,6,6,14,25,66,6,14,8,11,13,22,13,11,3,1,15,"Round of 32","San Diego St","Temple",2,"Midwest",7,"Midwest","Mountain West Conference","Atlantic 10 Conference"
2011,138,1458,70,1243,65,"N",0,21,50,9,20,19,23,10,20,12,5,4,2,18,22,48,6,12,15,22,10,22,7,8,3,0,22,"Round of 32","Wisconsin","Kansas St",4,"South",5,"South","Big Ten Conference","Big 12 Conference"
2011,139,1112,70,1400,69,"N",0,24,54,8,14,14,22,11,21,17,12,8,2,20,24,53,3,11,18,22,10,23,13,13,5,7,17,"Round of 32","Arizona","Texas",5,"Midwest",4,"Midwest","Pacific-10 Conference","Big 12 Conference"
2011,139,1181,73,1276,71,"N",0,25,49,5,20,18,25,10,23,12,11,1,2,18,27,53,7,21,10,11,4,18,13,7,7,0,23,"Round of 32","Duke","Michigan",1,"Midwest",8,"Midwest","Atlantic Coast Conference","Big Ten Conference"
2011,139,1199,71,1323,57,"N",0,22,48,9,19,18,25,9,31,15,12,2,9,18,19,62,7,30,12,19,15,23,12,8,4,5,25,"Round of 32","Florida St","Notre Dame",10,"West",2,"West","Atlantic Coast Conference","Big East Conference"
2011,139,1242,73,1228,59,"N",0,27,52,4,12,15,20,7,29,17,12,5,2,11,23,60,6,21,7,9,10,21,16,12,7,2,18,"Round of 32","Kansas","Illinois",1,"West",9,"West","Big 12 Conference","Big Ten Conference"
2011,139,1266,66,1393,62,"N",0,21,51,5,11,19,23,12,18,15,14,11,1,13,26,47,5,15,5,7,4,20,11,18,7,2,21,"Round of 32","Marquette","Syracuse",11,"East",3,"East","Big East Conference","Big East Conference"
2011,139,1314,86,1449,83,"N",0,31,66,6,12,18,23,12,25,18,9,7,5,9,33,72,10,19,7,7,14,26,17,13,6,2,20,"Round of 32","North Carolina","Washington",2,"East",7,"East","Atlantic Coast Conference","Pacific-10 Conference"
2011,139,1326,98,1206,66,"N",0,36,59,16,26,10,18,11,22,23,9,8,1,11,26,60,8,18,6,7,13,16,13,17,5,3,17,"Round of 32","Ohio St","George Mason",1,"East",8,"East","Big Ten Conference","Colonial Athletic Association"
2011,139,1433,94,1345,76,"N",0,37,65,8,21,12,14,9,26,26,4,4,2,13,30,67,8,25,8,11,13,20,20,7,3,6,15,"Round of 32","VCU","Purdue",11,"West",3,"West","Colonial Athletic Association","Big Ten Conference"
2011,143,1112,93,1181,77,"N",0,34,63,9,15,16,21,16,24,15,12,7,3,21,27,58,5,14,18,22,9,18,10,11,5,6,20,"Sweet Sixteen","Arizona","Duke",5,"Midwest",1,"Midwest","Pacific-10 Conference","Atlantic Coast Conference"
2011,143,1139,61,1458,54,"N",0,19,45,5,18,18,26,10,27,7,14,8,2,19,17,56,7,29,13,19,12,19,9,11,7,3,20,"Sweet Sixteen","Butler","Wisconsin",8,"South",4,"South","Horizon League","Big Ten Conference"
2011,143,1163,74,1361,67,"N",0,27,57,8,16,12,16,9,26,13,9,5,3,16,27,64,7,22,6,13,15,22,14,9,4,1,14,"Sweet Sixteen","Connecticut","San Diego St",3,"Midwest",2,"Midwest","Big East Conference","Mountain West Conference"
2011,143,1196,83,1140,74,"N",1,31,65,11,34,10,22,10,35,23,15,8,5,12,25,71,10,37,14,16,12,30,13,12,11,1,19,"Sweet Sixteen","Florida","BYU",2,"South",3,"South","Southeastern Conference","Mountain West Conference"
2011,144,1242,77,1350,57,"N",0,30,63,9,19,8,10,15,28,20,9,7,3,14,22,65,4,26,9,12,16,19,7,11,3,2,10,"Sweet Sixteen","Kansas","Richmond",1,"West",12,"West","Big 12 Conference","Atlantic 10 Conference"
2011,144,1246,62,1326,60,"N",0,22,48,6,17,12,14,7,25,11,11,3,11,18,19,58,6,16,16,22,16,20,7,7,6,1,14,"Sweet Sixteen","Kentucky","Ohio St",4,"East",1,"East","Southeastern Conference","Big Ten Conference"
2011,144,1314,81,1266,63,"N",0,31,74,5,16,14,21,22,26,15,7,11,8,16,23,63,2,16,15,20,18,24,8,18,4,8,17,"Sweet Sixteen","North Carolina","Marquette",2,"East",11,"East","Atlantic Coast Conference","Big East Conference"
2011,144,1433,72,1199,71,"N",1,24,53,12,26,12,20,7,25,18,17,12,1,20,26,71,7,19,12,18,21,26,7,16,8,6,19,"Sweet Sixteen","VCU","Florida St",11,"West",10,"West","Colonial Athletic Association","Atlantic Coast Conference"
2011,145,1139,74,1196,71,"N",1,24,60,9,33,17,27,16,25,8,10,2,1,20,25,57,3,14,18,22,8,26,10,7,6,3,24,"Elite Eight","Butler","Florida",8,"South",2,"South","Horizon League","Southeastern Conference"
2011,145,1163,65,1112,63,"N",0,23,56,5,17,14,18,11,20,10,5,5,6,15,24,61,4,21,11,16,19,23,14,9,3,1,12,"Elite Eight","Connecticut","Arizona",3,"Midwest",5,"Midwest","Big East Conference","Pacific-10 Conference"
2011,146,1246,76,1314,69,"N",0,27,56,12,22,10,16,9,25,16,14,10,5,13,27,62,3,16,12,15,11,25,13,13,9,5,17,"Elite Eight","Kentucky","North Carolina",4,"East",2,"East","Southeastern Conference","Atlantic Coast Conference"
2011,146,1433,71,1242,61,"N",0,21,53,12,25,17,22,9,26,14,13,7,1,18,22,62,2,21,15,28,19,26,10,14,8,6,20,"Elite Eight","VCU","Kansas",11,"West",1,"West","Colonial Athletic Association","Big 12 Conference"
2011,152,1139,70,1433,62,"N",0,21,59,8,23,20,26,16,32,8,9,5,2,16,23,58,8,22,8,13,6,26,17,10,3,4,24,"Final Four","Butler","VCU",8,"South",11,"West","Horizon League","Colonial Athletic Association"
2011,152,1163,56,1246,55,"N",0,23,49,1,12,9,11,6,32,16,15,5,3,13,21,62,9,27,4,12,15,22,12,10,11,3,12,"Final Four","Connecticut","Kentucky",3,"Midwest",4,"East","Big East Conference","Southeastern Conference"
2011,154,1163,53,1139,41,"N",0,19,55,1,11,14,16,17,36,6,11,4,10,15,12,64,9,33,8,14,20,21,5,6,8,2,17,"National Championship","Connecticut","Butler",3,"Midwest",8,"South","Big East Conference","Horizon League"
2012,134,1140,78,1233,72,"N",0,30,62,7,20,11,20,10,33,21,20,9,7,14,31,70,6,25,4,8,8,28,19,18,10,3,19,"Play-In","BYU","Iona",14,"West",14,"West","West Coast Conference","Metro Atlantic Athletic Conference"
2012,134,1443,59,1290,58,"N",0,19,62,2,16,19,33,26,34,10,28,7,9,18,22,61,4,22,10,22,10,22,12,17,11,8,24,"Play-In","WKU","MS Valley St",16,"South",16,"South","Sun Belt Conference","Southwest Athletic Conference"
2012,135,1378,65,1143,54,"N",0,28,49,5,15,4,8,5,27,15,11,3,4,14,21,58,3,14,9,14,12,19,10,7,1,2,14,"Play-In","South Florida","California",12,"Midwest",12,"Midwest","Big East Conference","Pacific-12 Conference"
2012,135,1436,71,1249,59,"N",0,25,50,4,11,17,24,9,25,16,5,3,3,19,20,60,4,13,15,21,19,21,6,7,3,2,17,"Play-In","Vermont","Lamar",16,"Midwest",16,"Midwest","America East Conference","Southland Conference"
2012,136,1124,68,1355,60,"N",0,23,52,8,20,14,20,12,23,9,12,6,2,16,21,50,10,30,8,14,7,16,16,13,7,1,17,"Round of 64","Baylor","S Dakota St",3,"South",14,"South","Big 12 Conference","Summit League"
2012,136,1160,68,1424,64,"N",0,22,48,7,12,17,27,9,37,12,23,4,3,18,23,71,9,36,9,17,12,21,13,8,14,8,22,"Round of 64","Colorado","UNLV",11,"South",6,"South","Pacific-12 Conference","Mountain West Conference"
2012,136,1211,77,1452,54,"N",0,28,50,9,17,12,16,6,25,15,10,9,2,25,16,49,3,17,19,28,12,19,10,10,2,3,17,"Round of 64","Gonzaga","West Virginia",7,"East",10,"East","West Coast Conference","Big East Conference"
2012,136,1231,79,1308,66,"N",0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13,"Round of 64","Indiana","New Mexico St",4,"South",13,"South","Big Ten Conference","Western Athletic Conference"
2012,136,1235,77,1163,64,"N",0,26,54,6,16,19,20,12,29,10,11,2,4,15,21,56,7,19,15,22,8,16,8,4,7,5,17,"Round of 64","Iowa St","Connecticut",8,"South",9,"South","Big 12 Conference","Big East Conference"
2012,136,1243,70,1379,64,"N",0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25,"Round of 64","Kansas St","Southern Miss",8,"East",9,"East","Big 12 Conference","Conference USA"
2012,136,1246,81,1443,66,"N",0,30,54,3,10,18,25,9,30,14,12,2,9,14,25,63,6,15,10,16,10,20,10,10,6,2,19,"Round of 64","Kentucky","WKU",1,"South",16,"South","Southeastern Conference","Sun Belt Conference"
2012,136,1257,69,1172,62,"N",0,21,52,1,5,26,36,13,27,8,10,5,4,19,21,60,4,19,16,23,13,23,12,10,4,6,23,"Round of 64","Louisville","Davidson",4,"West",13,"West","Big East Conference","Southern Conference"
2012,136,1266,88,1140,68,"N",0,30,66,9,20,19,26,16,32,19,16,7,3,20,23,61,7,19,15,22,9,25,16,17,8,6,22,"Round of 64","Marquette","BYU",3,"West",14,"West","Big East Conference","West Coast Conference"
2012,136,1293,58,1161,41,"N",0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22,"Round of 64","Murray St","Colorado St",6,"West",11,"West","Ohio Valley Conference","Mountain West Conference"
2012,136,1307,75,1253,68,"N",0,25,50,7,21,18,24,7,24,19,14,6,7,16,28,65,4,16,8,14,16,20,13,15,6,2,19,"Round of 64","New Mexico","Long Beach St",5,"West",12,"West","Mountain West Conference","Big West Conference"
2012,136,1326,78,1259,59,"N",0,26,58,5,14,21,26,16,33,11,18,6,8,19,19,54,4,14,17,22,5,19,9,12,6,8,24,"Round of 64","Ohio St","Loyola MD",2,"East",15,"East","Big Ten Conference","Metro Atlantic Athletic Conference"
2012,136,1393,72,1421,65,"N",0,25,56,5,23,17,24,15,18,16,9,5,5,15,21,49,9,23,14,16,10,22,17,12,3,0,22,"Round of 64","Syracuse","UNC Asheville",1,"East",16,"East","Big East Conference","Big South Conference"
2012,136,1433,62,1455,59,"N",0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12,"Round of 64","VCU","Wichita St",12,"South",5,"South","Colonial Athletic Association","Missouri Valley Conference"
2012,136,1435,79,1217,70,"N",0,25,46,8,18,21,30,10,25,13,16,8,5,18,25,56,9,24,11,14,8,17,14,10,4,0,21,"Round of 64","Vanderbilt","Harvard",5,"East",12,"East","Southeastern Conference","Ivy League"
2012,136,1458,73,1285,49,"N",0,23,48,10,19,17,19,11,26,15,10,3,8,15,18,47,3,9,10,15,5,16,8,8,8,2,16,"Round of 64","Wisconsin","Montana",4,"East",13,"East","Big Ten Conference","Big Sky Conference"
2012,137,1153,65,1400,59,"N",0,27,59,3,16,8,16,12,28,17,9,4,4,16,20,57,7,20,12,14,10,24,11,11,6,5,15,"Round of 64","Cincinnati","Texas",6,"East",11,"East","Big East Conference","Big 12 Conference"
2012,137,1166,58,1104,57,"N",0,22,50,9,21,5,13,7,24,14,7,4,3,11,22,48,7,17,6,12,6,26,9,9,5,4,18,"Round of 64","Creighton","Alabama",8,"Midwest",9,"Midwest","Missouri Valley Conference","Southeastern Conference"
2012,137,1196,71,1438,45,"N",0,28,53,4,23,11,17,9,30,11,12,6,0,10,18,47,3,18,6,10,2,21,12,13,5,1,15,"Round of 64","Florida","Virginia",7,"West",10,"West","Southeastern Conference","Atlantic Coast Conference"
2012,137,1199,66,1382,63,"N",0,24,53,7,19,11,14,9,22,13,11,9,9,14,23,57,7,14,10,13,14,23,16,13,9,3,16,"Round of 64","Florida St","St Bonaventure",3,"East",14,"East","Atlantic Coast Conference","Atlantic 10 Conference"
2012,137,1207,74,1125,59,"N",0,30,49,5,12,9,13,7,25,14,12,2,3,10,21,54,10,27,7,11,10,14,16,9,3,0,15,"Round of 64","Georgetown","Belmont",3,"Midwest",14,"Midwest","Big East Conference","Atlantic Sun Conference"
2012,137,1242,65,1178,50,"N",0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21,"Round of 64","Kansas","Detroit",2,"Midwest",15,"Midwest","Big 12 Conference","Horizon League"
2012,137,1250,75,1181,70,"N",0,22,52,6,18,25,37,9,25,12,8,7,1,22,24,58,6,26,16,23,13,29,12,13,4,3,26,"Round of 64","Lehigh","Duke",15,"South",2,"South","Patriot League","Atlantic Coast Conference"
2012,137,1277,89,1254,67,"N",0,40,68,3,9,6,9,15,28,21,12,6,0,17,22,50,8,17,15,23,4,16,10,12,6,4,10,"Round of 64","Michigan St","LIU Brooklyn",1,"West",16,"West","Big Ten Conference","Northeast Conference"
2012,137,1301,79,1361,65,"N",0,31,53,3,9,14,21,6,32,13,10,3,3,13,23,61,8,23,11,14,8,21,9,9,3,2,17,"Round of 64","NC State","San Diego St",11,"Midwest",6,"Midwest","Atlantic Coast Conference","Mountain West Conference"
2012,137,1313,86,1281,84,"N",0,32,59,10,19,12,18,14,23,14,11,2,3,20,29,55,13,29,13,17,7,18,15,8,6,1,19,"Round of 64","Norfolk St","Missouri",15,"West",2,"West","Mid-Eastern Athletic Conference","Big 12 Conference"
2012,137,1314,77,1436,58,"N",0,27,65,5,18,18,24,15,22,14,11,14,6,10,25,63,3,18,5,8,16,26,8,20,6,2,19,"Round of 64","North Carolina","Vermont",1,"Midwest",16,"Midwest","Atlantic Coast Conference","America East Conference"
2012,137,1325,65,1276,60,"N",0,22,43,6,16,15,17,4,22,13,9,6,2,12,22,54,7,23,9,11,11,18,11,10,2,0,16,"Round of 64","Ohio","Michigan",13,"Midwest",4,"Midwest","Mid-American Conference","Big Ten Conference"
2012,137,1345,72,1388,69,"N",0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18,"Round of 64","Purdue","St Mary's CA",10,"Midwest",7,"Midwest","Big Ten Conference","West Coast Conference"
2012,137,1378,58,1396,44,"N",0,17,50,8,17,16,21,14,23,7,12,10,1,16,15,42,2,12,12,16,6,22,9,13,6,5,19,"Round of 64","South Florida","Temple",12,"Midwest",5,"Midwest","Big East Conference","Atlantic 10 Conference"
2012,137,1387,61,1272,54,"N",0,21,46,5,13,14,18,8,26,7,17,6,1,12,21,54,2,15,10,17,10,19,4,11,8,3,17,"Round of 64","St Louis","Memphis",9,"West",8,"West","Atlantic 10 Conference","Conference USA"
2012,137,1462,67,1323,63,"N",0,22,44,5,10,18,27,10,20,11,10,6,1,14,25,49,9,21,4,9,6,15,19,11,6,1,16,"Round of 64","Xavier","Notre Dame",10,"South",7,"South","Atlantic 10 Conference","Big East Conference"
2012,138,1124,80,1160,63,"N",0,28,64,11,20,13,18,17,24,15,11,9,4,12,23,51,5,15,12,18,7,21,13,13,6,3,16,"Round of 32","Baylor","Colorado",3,"South",11,"South","Big 12 Conference","Pacific-12 Conference"
2012,138,1231,63,1433,61,"N",0,24,46,6,13,9,11,8,28,13,22,6,2,13,23,57,9,30,6,13,8,15,8,11,10,3,16,"Round of 32","Indiana","VCU",4,"South",12,"South","Big Ten Conference","Colonial Athletic Association"
2012,138,1246,87,1235,71,"N",0,31,56,10,20,15,22,12,28,19,11,2,5,19,25,61,3,22,18,25,12,19,7,7,6,2,18,"Round of 32","Kentucky","Iowa St",1,"South",8,"South","Southeastern Conference","Big 12 Conference"
2012,138,1257,59,1307,56,"N",0,22,48,7,15,8,12,7,18,9,11,9,5,14,23,58,5,23,5,8,17,19,13,13,5,2,12,"Round of 32","Louisville","New Mexico",4,"West",5,"West","Big East Conference","Mountain West Conference"
2012,138,1266,62,1293,53,"N",0,21,55,4,15,16,21,5,31,11,12,7,4,11,20,64,4,21,9,10,13,30,7,16,6,4,18,"Round of 32","Marquette","Murray St",3,"West",6,"West","Big East Conference","Ohio Valley Conference"
2012,138,1326,73,1211,66,"N",0,25,53,9,24,14,18,9,22,13,11,6,4,17,22,56,8,23,14,19,13,21,14,9,3,1,19,"Round of 32","Ohio St","Gonzaga",2,"East",7,"East","Big Ten Conference","West Coast Conference"
2012,138,1393,75,1243,59,"N",0,23,45,6,9,23,29,9,23,13,14,6,8,18,21,67,4,17,13,19,25,16,8,14,5,0,20,"Round of 32","Syracuse","Kansas St",1,"East",8,"East","Big East Conference","Big 12 Conference"
2012,138,1458,60,1435,57,"N",0,23,55,10,33,4,8,10,20,13,8,4,1,16,20,46,5,19,12,16,9,26,8,12,4,3,17,"Round of 32","Wisconsin","Vanderbilt",4,"East",5,"East","Big Ten Conference","Southeastern Conference"
2012,139,1153,62,1199,56,"N",0,19,50,5,15,19,23,10,23,13,15,13,5,18,19,50,6,17,12,15,10,21,11,17,5,8,20,"Round of 32","Cincinnati","Florida St",6,"East",3,"East","Big East Conference","Atlantic Coast Conference"
2012,139,1196,84,1313,50,"N",0,28,53,10,28,18,25,13,35,13,13,4,4,12,18,66,4,24,10,13,14,17,9,8,3,3,21,"Round of 32","Florida","Norfolk St",7,"West",15,"West","Southeastern Conference","Mid-Eastern Athletic Conference"
2012,139,1242,63,1345,60,"N",0,21,62,6,24,15,23,21,23,10,7,6,4,18,20,50,8,18,12,19,12,24,11,10,3,1,16,"Round of 32","Kansas","Purdue",2,"Midwest",10,"Midwest","Big 12 Conference","Big Ten Conference"
2012,139,1277,65,1387,61,"N",0,25,46,4,10,11,17,5,27,12,11,2,1,19,18,51,7,25,18,23,8,20,9,6,5,1,16,"Round of 32","Michigan St","St Louis",1,"West",9,"West","Big Ten Conference","Atlantic 10 Conference"
2012,139,1301,66,1207,63,"N",0,20,54,7,15,19,31,17,24,11,10,4,3,14,21,51,8,25,13,17,8,25,13,12,5,4,23,"Round of 32","NC State","Georgetown",11,"Midwest",3,"Midwest","Atlantic Coast Conference","Big East Conference"
2012,139,1314,87,1166,73,"N",0,33,65,8,16,13,19,11,33,16,9,4,9,8,28,68,8,20,9,12,9,26,11,9,7,3,18,"Round of 32","North Carolina","Creighton",1,"Midwest",8,"Midwest","Atlantic Coast Conference","Missouri Valley Conference"
2012,139,1325,62,1378,56,"N",0,17,43,9,18,19,25,7,18,10,9,9,1,19,20,46,2,15,14,19,10,23,10,10,5,6,16,"Round of 32","Ohio","South Florida",13,"Midwest",12,"Midwest","Mid-American Conference","Big East Conference"
2012,139,1462,70,1250,58,"N",0,24,54,7,15,15,21,12,31,8,14,2,6,15,21,64,3,22,13,20,15,21,4,8,6,5,20,"Round of 32","Xavier","Lehigh",10,"South",15,"South","Atlantic 10 Conference","Patriot League"
2012,143,1196,68,1266,58,"N",0,24,59,7,27,13,15,10,32,15,11,5,9,15,20,65,6,21,12,18,15,26,11,9,8,3,17,"Sweet Sixteen","Florida","Marquette",7,"West",3,"West","Southeastern Conference","Big East Conference"
2012,143,1257,57,1277,44,"N",0,21,55,9,23,6,11,11,28,15,10,9,7,11,14,49,5,21,11,12,8,28,12,15,8,7,15,"Sweet Sixteen","Louisville","Michigan St",4,"West",1,"West","Big East Conference","Big Ten Conference"
2012,143,1326,81,1153,66,"N",0,27,56,8,17,19,27,12,23,14,11,13,1,11,26,56,9,23,5,8,8,21,8,18,5,5,21,"Sweet Sixteen","Ohio St","Cincinnati",2,"East",6,"East","Big Ten Conference","Big East Conference"
2012,143,1393,64,1458,63,"N",0,27,49,5,9,5,9,7,19,5,6,4,1,13,21,49,14,27,7,12,8,17,15,6,2,2,12,"Sweet Sixteen","Syracuse","Wisconsin",1,"East",4,"East","Big East Conference","Big Ten Conference"
2012,144,1124,75,1462,70,"N",0,29,57,5,15,12,14,10,25,21,13,7,3,17,24,56,3,15,19,24,11,18,10,10,7,4,15,"Sweet Sixteen","Baylor","Xavier",3,"South",10,"South","Big 12 Conference","Atlantic 10 Conference"
2012,144,1242,60,1301,57,"N",0,24,64,1,14,11,20,20,30,13,14,9,11,14,19,67,6,21,13,17,21,26,10,14,7,6,17,"Sweet Sixteen","Kansas","NC State",2,"Midwest",11,"Midwest","Big 12 Conference","Atlantic Coast Conference"
2012,144,1246,102,1231,90,"N",0,31,64,5,10,35,37,15,24,12,6,3,4,18,36,69,5,18,13,17,12,19,16,8,3,2,27,"Sweet Sixteen","Kentucky","Indiana",1,"South",4,"South","Southeastern Conference","Big Ten Conference"
2012,144,1314,73,1325,65,"N",1,26,65,7,22,14,24,22,41,18,24,4,8,13,23,71,12,32,7,8,7,23,17,13,13,3,22,"Sweet Sixteen","North Carolina","Ohio",1,"Midwest",13,"Midwest","Atlantic Coast Conference","Mid-American Conference"
2012,145,1257,72,1196,68,"N",0,27,60,6,16,12,15,8,22,11,6,6,3,21,24,48,8,20,12,18,6,26,17,14,4,3,15,"Elite Eight","Louisville","Florida",4,"West",7,"West","Big East Conference","Southeastern Conference"
2012,145,1326,77,1393,70,"N",0,21,51,4,13,31,42,14,25,10,12,4,3,20,22,53,6,16,20,25,8,18,9,12,6,7,29,"Elite Eight","Ohio St","Syracuse",2,"East",1,"East","Big Ten Conference","Big East Conference"
2012,146,1242,80,1314,67,"N",0,29,63,4,14,18,24,11,30,14,8,9,3,16,28,64,2,17,9,12,8,27,18,10,5,6,17,"Elite Eight","Kansas","North Carolina",2,"Midwest",1,"Midwest","Big 12 Conference","Atlantic Coast Conference"
2012,146,1246,82,1124,70,"N",0,24,45,4,9,30,44,8,24,15,13,9,9,19,25,64,4,14,16,19,16,18,15,14,5,5,32,"Elite Eight","Kentucky","Baylor",1,"South",3,"South","Southeastern Conference","Big 12 Conference"
2012,152,1242,64,1326,62,"N",0,25,56,3,11,11,14,12,30,14,17,5,8,15,20,59,8,22,14,15,10,20,11,12,7,7,17,"Final Four","Kansas","Ohio St",2,"Midwest",2,"East","Big 12 Conference","Big Ten Conference"
2012,152,1246,69,1257,61,"N",0,28,49,2,7,11,20,6,27,9,14,7,7,14,24,69,4,11,9,13,19,21,7,12,5,4,16,"Final Four","Kentucky","Louisville",1,"South",4,"West","Southeastern Conference","Big East Conference"
2012,154,1246,67,1242,59,"N",0,23,56,6,14,15,21,12,31,12,11,4,11,15,22,62,5,11,10,15,11,24,9,9,6,5,16,"National Championship","Kentucky","Kansas",1,"South",2,"Midwest","Southeastern Conference","Big 12 Conference"
2013,134,1299,73,1251,72,"N",0,27,52,8,18,11,19,6,27,10,8,6,4,19,23,54,10,23,16,18,6,24,15,10,4,3,17,"Play-In","NC A&T","Liberty",16,"South",16,"South","Mid-Eastern Athletic Conference","Big South Conference"
2013,134,1388,67,1292,54,"N",0,21,46,8,14,17,25,8,25,9,7,3,0,15,22,52,4,12,6,7,6,22,14,9,4,3,20,"Play-In","St Mary's CA","MTSU",11,"South",11,"South","West Coast Conference","Sun Belt Conference"
2013,135,1241,68,1254,55,"N",0,26,56,8,23,8,12,14,25,17,11,3,10,16,21,59,3,16,10,14,16,19,11,11,7,1,12,"Play-In","James Madison","LIU Brooklyn",16,"East",16,"East","Colonial Athletic Association","Northeast Conference"
2013,135,1247,80,1129,71,"N",0,31,49,11,21,7,12,3,19,16,10,4,1,16,26,53,7,18,12,18,11,18,14,10,3,1,13,"Play-In","La Salle","Boise St",13,"West",13,"West","Atlantic 10 Conference","Mountain West Conference"
2013,136,1112,81,1125,64,"N",0,29,51,9,17,14,20,12,32,13,16,2,5,21,20,51,8,27,16,23,4,14,7,8,7,0,20,"Round of 64","Arizona","Belmont",6,"West",11,"West","Pacific-12 Conference","Ohio Valley Conference"
2013,136,1139,68,1137,56,"N",0,20,55,3,17,25,28,10,31,8,5,6,3,12,23,62,5,16,5,8,9,28,13,9,0,4,20,"Round of 64","Butler","Bucknell",6,"East",11,"East","Atlantic 10 Conference","Patriot League"
2013,136,1143,64,1424,61,"N",0,26,59,5,11,7,16,8,33,18,11,7,5,19,19,59,6,20,17,26,12,30,11,12,3,6,20,"Round of 64","California","UNLV",12,"East",5,"East","Pacific-12 Conference","Mountain West Conference"
2013,136,1161,84,1281,72,"N",0,25,51,7,14,27,33,12,30,10,14,1,3,17,24,57,7,23,17,19,3,16,13,5,6,3,24,"Round of 64","Colorado St","Missouri",8,"South",9,"South","Mountain West Conference","Southeastern Conference"
2013,136,1211,64,1380,58,"N",0,23,55,8,20,10,15,11,29,14,10,6,0,16,18,46,10,23,12,18,3,24,10,10,4,8,12,"Round of 64","Gonzaga","Southern Univ",1,"West",16,"West","West Coast Conference","Southwest Athletic Conference"
2013,136,1217,68,1307,62,"N",0,22,42,8,18,16,20,3,23,11,13,3,3,20,21,56,3,14,17,24,16,18,8,11,12,1,17,"Round of 64","Harvard","New Mexico",14,"West",3,"West","Ivy League","Mountain West Conference"
2013,136,1257,79,1299,48,"N",0,31,54,4,16,13,22,12,19,14,16,20,2,13,17,41,6,16,8,10,5,15,7,27,8,0,18,"Round of 64","Louisville","NC A&T",1,"South",16,"South","Big East Conference","Mid-Eastern Athletic Conference"
2013,136,1266,59,1172,58,"N",0,20,58,4,15,15,19,17,24,5,9,5,4,20,19,46,6,17,14,22,7,22,12,11,2,4,17,"Round of 64","Marquette","Davidson",3,"East",14,"East","Big East Conference","Southern Conference"
2013,136,1272,54,1388,52,"N",0,20,49,5,15,9,18,10,25,12,15,9,12,18,19,58,3,15,11,14,15,24,9,13,4,0,19,"Round of 64","Memphis","St Mary's CA",6,"South",11,"South","Conference USA","West Coast Conference"
2013,136,1276,71,1355,56,"N",0,28,55,9,20,6,9,8,21,12,9,6,3,8,23,52,4,19,6,8,8,21,13,12,3,0,10,"Round of 64","Michigan","S Dakota St",4,"Midwest",13,"Midwest","Big Ten Conference","Summit League"
2013,136,1277,65,1434,54,"N",0,26,58,6,15,7,11,20,29,16,17,6,3,16,19,54,7,25,9,14,8,15,10,7,12,5,12,"Round of 64","Michigan St","Valparaiso",3,"South",14,"South","Big Ten Conference","Horizon League"
2013,136,1332,68,1329,55,"N",0,23,59,8,22,14,21,14,30,12,18,8,3,19,21,52,5,17,8,15,6,26,12,14,8,3,23,"Round of 64","Oregon","Oklahoma St",12,"South",5,"South","Pacific-12 Conference","Big 12 Conference"
2013,136,1387,64,1308,44,"N",0,25,54,4,11,10,14,10,23,17,10,10,3,15,17,61,2,16,8,13,21,21,10,16,9,7,12,"Round of 64","St Louis","New Mexico St",4,"South",13,"South","Atlantic 10 Conference","Western Athletic Conference"
2013,136,1393,81,1285,34,"N",0,27,52,5,11,22,31,8,32,21,8,12,5,8,11,54,4,31,8,12,11,22,5,17,5,6,22,"Round of 64","Syracuse","Montana",4,"East",13,"East","Big East Conference","Big Sky Conference"
2013,136,1433,88,1103,42,"N",0,35,65,8,16,10,14,13,23,15,7,11,0,17,15,43,1,13,11,19,9,20,5,22,2,6,12,"Round of 64","VCU","Akron",5,"Midwest",12,"Midwest","Atlantic 10 Conference","Mid-American Conference"
2013,136,1455,73,1338,55,"N",0,19,49,2,20,33,41,11,26,11,11,10,1,20,19,54,1,17,16,20,11,21,8,15,5,5,27,"Round of 64","Wichita St","Pittsburgh",9,"West",8,"West","Missouri Valley Conference","Big East Conference"
2013,137,1166,67,1153,63,"N",0,19,42,7,15,22,25,7,25,16,16,2,2,11,27,64,5,20,4,9,14,17,12,9,9,4,21,"Round of 64","Creighton","Cincinnati",7,"South",10,"South","Missouri Valley Conference","Big East Conference"
